1276	Let's try something.	180624	Vamos tentar alguma coisa!
1276	Let's try something.	419917	Vamos tentar algo!
1277	I have to go to sleep.	182184	Preciso ir dormir.
1277	I have to go to sleep.	893320	Tenho que ir dormir.
1277	I have to go to sleep.	1502853	Preciso dormir.
1277	I have to go to sleep.	3274538	Tenho de dormir.
1280	Today is June 18th and it is Muiriel's birthday!	331977	Hoje é dia 18 de junho, aniversário do Muiriel!
1280	Today is June 18th and it is Muiriel's birthday!	395134	Hoje é 18 de junho e é aniversário de Muiriel!
1280	Today is June 18th and it is Muiriel's birthday!	1573229	Hoje é 18 de junho e é o aniversário de Muiriel!
1280	Today is June 18th and it is Muiriel's birthday!	2057000	Hoje é 18 de junho e é aniversário de Muiriel.
1282	Muiriel is 20 now.	331973	Muriel completou 20 anos.
1282	Muiriel is 20 now.	347632	Muiriel tem 20 anos agora.
1282	Muiriel is 20 now.	376164	Agora Muiriel tem 20 anos.
1282	Muiriel is 20 now.	1573225	Muriel tem 20 anos agora.
1282	Muiriel is 20 now.	2206330	A Muriel está com 20 anos agora.
1282	Muiriel is 20 now.	2206332	A Muiriel fez 20 anos agora.
1283	The password is "Muiriel".	331979	A senha é "Muiriel".
1283	The password is "Muiriel".	2056997	A senha é ''Muiriel''.
1284	I will be back soon.	331974	Voltarei em breve.
1284	I will be back soon.	347639	Volto logo.
1284	I will be back soon.	951446	Já volto.
1284	I will be back soon.	1150190	Volto já.
1284	I will be back soon.	1291580	Voltarei logo.
1284	I will be back soon.	2056995	Estarei de volta logo.
1286	I'm at a loss for words.	395136	Não tenho palavras.
1287	This is never going to end.	395137	Isso nunca acaba.
1287	This is never going to end.	893315	Isso nunca vai ter fim.
1287	This is never going to end.	965782	Isso não vai acabar nunca.
1287	This is never going to end.	978426	Isso não acabará nunca.
1287	This is never going to end.	1573222	Isso nunca acabará.
1287	This is never going to end.	3424877	Isso nunca vai acabar.
1288	I just don't know what to say.	395138	Eu simplesmente não sei o que dizer...
1289	That was an evil bunny.	893294	Era um coelho mau.
1290	I was in the mountains.	397600	Eu estava nas montanhas.
1291	Is it a recent picture?	397614	É uma foto recente?
1292	I don't know if I have the time.	397599	Não sei se tenho tempo.
1294	Education in this world disappoints me.	397615	A educação nesse mundo me decepciona.
1295	You're in better shape than I am.	414994	Você está em melhor forma do que eu.
1296	You are in my way.	414995	Você está no meio.
1296	You are in my way.	414996	Você está no meu caminho.
1298	This will cost €30.	397637	Vai custar €30.
1299	I make €100 a day.	347647	Eu ganho €100 por dia.
1300	I may give up soon and just nap instead.	340622	Pode ser que eu desista em breve e, em vez disso, tire uma soneca.
1301	It's because you don't want to be alone.	405015	É porque você não quer ficar sozinho.
1302	That won't happen.	397604	Isso não vai acontecer.
1302	That won't happen.	1227764	Isso não acontecerá.
1303	Sometimes he can be a strange guy.	405381	Algumas vezes ele é um cara estranho.
1303	Sometimes he can be a strange guy.	978428	Às vezes ele pode ser um rapaz estranho.
1304	I'll do my best not to disturb your studying.	404846	Farei o melhor de mim para não atrapalhar seus estudos.
1305	I can only wonder if this is the same for everyone else.	405248	Só me resta me perguntar se é do mesmo jeito com todo mundo.
1306	I suppose it's different when you think about it over the long term.	404994	Eu suponho que seja diferente quando você pensa sobre isso a longo prazo.
1308	I miss you.	347660	Sinto sua falta.
1308	I miss you.	893304	Estou com saudades de você.
1308	I miss you.	3424881	Saudades.
1309	I'll call them tomorrow when I come back.	404845	Eu vou ligar para eles amanhã, quando eu voltar.
1309	I'll call them tomorrow when I come back.	3424880	Ligarei para eles amanhã quando eu voltar.
1310	I always liked mysterious characters more.	404976	Eu sempre gostei mais de personagens misteriosos.
1311	You should sleep.	397596	Você deveria ir dormir.
1311	You should sleep.	1227766	Você deveria dormir.
1312	I'm going to go.	414997	Eu vou.
1312	I'm going to go.	414998	Eu irei.
1313	I told them to send me another ticket.	404842	Eu disse para eles para me enviarem outra entrada.
1313	I told them to send me another ticket.	978432	Disse-lhes que me mandassem outro boleto.
1314	You're so impatient with me.	405566	Você é tão impaciente comigo.
1314	You're so impatient with me.	405568	Você está tão impaciente comigo.
1314	You're so impatient with me.	978431	Tu és tão impaciente comigo.
1315	I can't live that kind of life.	405254	Eu não posso viver esse tipo de vida.
1315	I can't live that kind of life.	980732	Não posso viver esse modo de vida.
1315	I can't live that kind of life.	2086914	Não posso viver aquele tipo de vida.
1315	I can't live that kind of life.	2086916	Não consigo viver aquele tipo de vida.
1315	I can't live that kind of life.	2086918	Eu não consigo viver aquele tipo de vida.
1316	I once wanted to be an astrophysicist.	404993	Uma vez eu quis ser um astrofísico.
1317	I never liked biology.	347623	Eu jamais gostei de biologia.
1317	I never liked biology.	907601	Eu nunca gostei de biologia.
1317	I never liked biology.	2086919	Nunca gostei de biologia.
1317	I never liked biology.	2086923	Nunca curti biologia.
1318	The last person I told my idea to thought I was nuts.	405072	A última pessoa para quem eu contei a minha ideia achou que eu estava louca.
1318	The last person I told my idea to thought I was nuts.	1193897	A última pessoa a quem contei minha ideia pensou que eu estava louco.
1318	The last person I told my idea to thought I was nuts.	3424909	A última pessoa para quem contei minha ideia pensou que eu estava louco.
1319	If the world weren't in the shape it is now, I could trust anyone.	404850	Se o mundo não fosse como ele é hoje, eu poderia confiar em qualquer um.
1319	If the world weren't in the shape it is now, I could trust anyone.	1193898	Se o mundo não fosse como é, eu poderia confiar em qualquer um.
1320	It is unfortunately true.	397601	É verdade, infelizmente.
1320	It is unfortunately true.	2086908	Infelizmente é verdade.
1321	They are too busy fighting against each other to care for common ideals.	3653027	Eles estão muito ocupados lutando uns contra os outros para cuidar de ideais comuns.
1322	Most people think I'm crazy.	341220	A maioria das pessoas acham que eu sou louco.
1322	Most people think I'm crazy.	1656958	A maioria das pessoas acha que eu estou louco.
1323	No I'm not; you are!	375136	Não, eu não sou. Você que é!
1323	No I'm not; you are!	1734815	Não sou, não; você que é!
1323	No I'm not; you are!	2086896	Não, eu não sou; você é!
1323	No I'm not; you are!	2086901	Não, eu não estou; você está!
1323	No I'm not; you are!	2086904	Não, eu não sou; tu és!
1325	He's kicking me!	397682	Ele está me chutando!
1326	Are you sure?	397607	Tem certeza?
1326	Are you sure?	397608	Você está certo disso?
1326	Are you sure?	1086182	Vocês têm certeza?
1327	Then there is a problem...	405076	Então há um problema...
1328	Oh, there's a butterfly!	340424	Oh, ali está uma borboleta!
1328	Oh, there's a butterfly!	397624	Olha, uma borboleta!
1329	Hurry up.	347687	Apresse-se!
1329	Hurry up.	351198	Apresse-se.
1329	Hurry up.	1150759	Depressa!
1329	Hurry up.	1592071	Apressa-te!
1330	It doesn't surprise me.	395111	Não me surpreende.
1330	It doesn't surprise me.	869165	Isso não me surpreende.
1332	For some reason I feel more alive at night.	405208	Por alguma razão eu me sinto mais vivo à noite.
1332	For some reason I feel more alive at night.	2086931	Por alguma razão, eu me sinto mais vivo de noite.
1332	For some reason I feel more alive at night.	2086933	Por alguma razão, me sinto mais vivo a noite.
1333	It depends on the context.	404853	Depende do contexto.
1334	Are you freaking kidding me?!	405155	Você está brincando comigo?!
1334	Are you freaking kidding me?!	405156	Você está tentando me fazer de besta?!
1334	Are you freaking kidding me?!	1155737	Você está brincando comigo?
1335	That's the stupidest thing I've ever said.	397661	Essa foi a coisa mais estúpida que eu já disse.
1336	I don't want to be lame; I want to be cool!!	405276	Eu não quero ser bobo, quero ser legal!!
1337	When I grow up, I want to be a king.	347626	Quando eu crescer eu quero ser rei.
